Date Announced (dateann),Unique DEAL ID (master_deal_no),Target Name (tmanames),Acquiror Name (amanames),Acquiror is a Financial Sponsor (Yes/No Flag) (afinancial),Acquiror is a Leverage Buyout Firm (albofirm),Acquiror is a Limited Partnership Flag (alp),Deal Attitude (attitude),Deals is a Divestiture Flag (divest),Division (division),Form of transaction (form),Percentage of consideration paid in cash (pct_cash),Percentage of consideration paid in other then cash or stock (p,Percentage of consideration paid in stock (pct_stk),Percentage of consideration which is unknown (pct_unknown),Percentage of Shares Sought (psought),Percentage of Shares Acquiror is Seeking to Own After Transacti,Related Deals Flag (rd),Deal is a Repurchase Flag (repurch),Source of Funds Borrowing Flag (sfbor),Source of Funds Common Stock Issue Flag (sfcom),Financing via Internal Corporate Funds Flag (sfcorp),Financing via Debt Securities Flag (sfdebt),Financing via Line of Credit Flag (sflc),Deal Status (status),Ranking Value incl Net Debt of Target (USD Mil) (rankval),TR Acquiror Industry Description (atf_mid_desc),TR Target Industry Description (ttf_mid_desc),TR Acquiror Macro Description (atf_macro_desc),TR Target Macro Description (ttf_macro_desc),Acquiror Nation (anation),Acquiror Nation Code (anationcode),Target Nation (tnation),Target Nation Code (tnationcode),Target Public Status (tpublic),Acquiror Public Status (apublic),deal_value,Enterprise Value ($mil) (entval),Equity Value ($mil) (eqval),Price Per Share (pr),Target Sales LTM ($mil) (salesltm),Target EBIT LTM ($mil) (ebitltm),Target Pre-Tax Income LTM ($mil) (ptincltm),Target Net Income LTM ($mil) (niltm),Target Net Assets ($mil) (netass),Target Total Assets ($mil) (tass),Target Cash Flow LTM ($mil) (cashflow),Target Book Value ($mil) (bookvalue),Target Common Equity ($mil) (commonequity),Target Earnings Per Share ($mil) (epsltm),Target Closing Stock Price 1 day Prior to Deal Announcement Day,Target Closing Stock Price 1 week Prior to Deal Announcement Da,Target Closing Stock Price 4 weeks Prior to Deal Announcement D,Consideration Offered (considoff),Consideration Sought (considsought),Vix,Interest rates,GDP growth,Healthcare growth,Covid19 
16.07.2019,3430067040,Philosys Co Ltd,Philosys Healthcare Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,13.2,13.2,No,No,No,No,No,No,No,0,16.11,Telecommunications Equipment,Healthcare Equipment & Supplies,Telecommunications,Healthcare,South Korea,SK,South Korea,SK,Priv.,Public,16.11,141.603,135.463,,19.849,4.364,3.8,,16.9,36.8,5.31,,4.769,,,,,"Cash Only, Cash Only",Stock,13.8,1.75,2.3,4.6,0
24.07.2020,3612979040,Medyssey Co Ltd,Dongwha Pharm Co Ltd,No,No,No,Neutral,No,No,Acq. Maj. Int.,0,0,0,100,52.9,52.9,No,No,No,No,No,No,No,0,16.294,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,South Korea,SK,South Korea,SK,Public,Public,16.294,40.264,32.026,,17.292,1.643,1.4,1.3,14.6,30,2.705,4.2,14.596,0.3282,4.894,4.687,4.469,"Cash Only, Cash Only",Ordinary Share,26.9,0.25,-3.4,9.7,1
30.04.2015,2748206040,Japan Lifeline Co Ltd,Japan Lifeline Co Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,16,16,No,No,Yes,No,No,No,No,0,16.331,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,16.331,163.913,116.974,10.89,214.048,15.369,16.3,9.4,128.2,276.2,23.416,11.9,128.157,0.8669,15.261,15.149,15.783,"Cash Only, Cash Only",Ordinary Share,16.9,0.25,3.1,5.5,0
11.12.2024,4334751040,Cyrix Healthcare Pvt Ltd,Somerset Indus Capital,Yes,Yes,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,16.494,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,Mauritius,MV,India,IN,Priv.,Priv.,16.494,,,,15.033,1.474,1.3,0.9,2.9,12.5,1.631,8.3,2.891,2.6708,,,,Cash Only,Stock,15.5,4.5,2.8,7,0
23.11.2020,3668455040,M Squared Lasers Ltd,Scottish National Investment,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,16,16,No,No,No,No,No,No,No,0,16.603,Brokerage,Healthcare Equipment & Supplies,Financials,Healthcare,United Kingdom,UK,United Kingdom,UK,Priv.,Sub.,16.603,100.156,100.156,,18.366,1.548,0.6,0.9,-3.2,17.5,2.431,,-3.176,,,,,"Cash Only, Cash Only",Stock,26.9,0.25,-3.4,9.7,1
07.07.2016,2980993040,Digital Optics Co Ltd,Egis Blue Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,10,10,No,No,No,No,No,No,No,1,16.675,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,16.675,211.008,172.923,8.64,62.286,-13.991,-23.4,-18.7,84.8,145,-7.306,4,80.476,-0.6955,6.636,5.764,5.08,"Cash Only, Cash Only",Ordinary Share,14,0.75,1.6,4.8,0
10.07.2020,3600991040,Haesung Optics Co Ltd,Philip Consulting Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,26.4,26.4,No,No,No,No,No,No,No,1,16.709,Real Estate Management & Development,Healthcare Equipment & Supplies,Real Estate,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,16.709,104.934,63.238,1.5,236.13,-13.468,-20.5,-20.2,47.6,142.4,2.705,1.5,47.412,-0.7678,1.633,1.443,1.363,"Cash Only, Cash Only",Convertible Bond,26.9,0.25,-3.4,9.7,1
29.11.2021,3838353040,Intromedic Co Ltd,World Metal Co Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,8.3,8.3,No,No,No,No,No,No,No,1,16.744,Metals & Mining,Healthcare Equipment & Supplies,Materials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,16.744,210.76,203.986,4.85,6.927,-5.177,-4.7,-4.8,26.1,38.8,-4.287,0.7,26.205,-0.1465,4.538,5.252,5.053,Cash Only,Convertible Bond,17.2,0.25,5.7,3.9,0
23.11.2024,4318075040,Guanhao Biotech Co Ltd,Tibet Jingan Entrp Mgmt,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,3.8,3.8,No,No,No,No,No,No,No,0,16.997,Professional Services,Healthcare Equipment & Supplies,Consumer Products and Services,Healthcare,China,CH,China,CH,Public,Sub.,16.997,464.087,465.322,,53.243,3.293,2.8,0.5,67.1,104.1,8.212,0.3,77.863,0.0094,1.791,1.704,1.397,Cash Only,Ordinary Share,15.5,4.5,2.8,7,0
19.08.2022,3964580040,Labgenomics Co Ltd,Luha Galactics LLC,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,8.4,8.4,Yes,No,No,No,No,No,No,0,17.117,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Sub.,17.117,125.29,191.672,5.47,167.729,93.106,93.2,70.4,159,194.8,95.808,4.6,157.771,4.3385,5.404,6.04,6.55,Cash Only,Newly Issued Ord Sh,22.5,4.25,2.1,4.5,0
28.06.2021,3763602040,Delta Asia International Corp,Tainet Commun Sys Corp,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,8.2,9.8,No,No,No,No,No,No,No,0,17.303,Telecommunications Equipment,Healthcare Equipment & Supplies,Telecommunications,Healthcare,Taiwan,TW,Taiwan,TW,Public,Public,17.303,189.763,207.055,,20.293,9.251,8.6,6.9,40.3,60.2,10.76,1.9,40.275,0.3598,11.293,11.076,11.118,"Cash Only, Cash Only",Ordinary Share,17.2,0.25,5.7,3.9,0
10.01.2018,3202786040,Ergoresearch Ltd,Ergoresearch Ltd SPV,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,No,No,No,No,0,11.491,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Canada,CA,Canada,CA,Public,Priv.,17.378,10.823,16.331,0.24,10.599,0.032,0.1,0.1,15.8,13.5,0.748,0.2,15.814,0.0008,0.185,0.192,0.183,"Cash Only, Cash Only",Common Stock,15.5,2.5,2.9,4.4,0
08.07.2021,3769241040,Sugentech Inc,Investor Group,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,5.4,5.4,No,No,No,No,No,No,No,0,17.521,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,17.521,292.723,329.292,20.18,30.067,8.056,-16.5,-17.2,61,68.2,9.057,4,60.958,-1.2081,20.587,20.409,17.036,"Cash Only, Cash Only",Convertible Bond,17.2,0.25,5.7,3.9,0
18.01.2016,2922999040,Primerdesign Ltd,Novacyt SA,No,No,No,Friendly,No,No,Merger,40.49,20.24,39.27,0,100,100,No,No,No,Yes,No,No,No,0,17.604,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,France,FR,United Kingdom,UK,Priv.,Public,17.604,18.123,18.679,,5.592,1.694,1.7,1.5,1.5,2.2,1.832,,1.493,,,,,"Cash, Newly Issued Ord Sh, Earnout","Stock, Stock, Stock",14,0.75,1.6,4.8,0
28.09.2017,3157852040,Exscientia AI Ltd,Evotec AG,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,17.618,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,Germany,WG,United Kingdom,UK,Sub.,Public,17.618,,,,3.059,3.059,0.4,0.4,1.1,1.2,3.073,,1.062,,,,,"Cash Only, Cash Only",Stock,11,1.5,2.4,4.6,0
23.08.2016,2997878040,Fukuda Denshi Co Ltd,Fukuda Denshi Co Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,7.8,7.8,No,Yes,No,No,No,No,No,0,17.968,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,17.968,550.424,902.623,60.52,1148.713,107.166,108,71.7,963.1,1291.3,171.967,62.7,963.061,4.8391,60.219,59.363,60.649,"Cash Only, Cash Only",Ordinary Share,14,0.75,1.6,4.8,0
22.05.2023,4082593040,MEDIKIT CO LTD,Nakajima Corp,No,No,No,Friendly,No,No,Acq. Part. Int.,100,0,0,0,6.1,6.1,No,No,No,No,No,No,No,0,18.218,Other Consumer Products,Healthcare Equipment & Supplies,Consumer Products and Services,Healthcare,Japan,JP,Japan,JP,Public,Priv.,18.218,106.438,308.457,17.69,162.717,30.982,32.3,21.6,356.1,400.5,40.951,21.2,356.141,1.2853,18.166,18.566,17.695,Cash Only,Ordinary Share,21.7,5.33,2.9,7.5,0
08.06.2023,4090336040,Zhejiang Fuli Analytical Instr,Investor Group,No,No,No,Friendly,No,No,Acq. Maj. Int.,0,100,0,0,32.8,56,Yes,No,No,No,No,No,No,0,18.405,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Priv.,Priv.,18.405,58.343,61.479,,14.91,2.813,2.7,2.3,8.5,14.8,3.194,,8.434,,,,,Cash Only,Stock,21.7,5.33,2.9,7.5,0
04.08.2015,2788201040,Dio Corp,Investor Group,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,8.9,8.9,No,No,No,No,No,No,No,0,18.785,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,18.785,250.172,201.758,17.08,60.65,11.485,6.8,5.1,43.1,110.2,13.563,3.8,43.072,0.4538,19.665,18.749,15.7,"Cash Only, Cash Only",Newly Issued Ord Sh,16.9,0.25,3.1,5.5,0
10.03.2017,3079214040,Microport Endovascular,Huajie (Tianjin) Med Invest,No,No,Yes,Friendly,No,No,Acq. Part. Int.,0,100,0,0,7,7,No,No,No,No,No,No,No,0,18.817,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Sub.,Priv.,18.817,262.644,266.532,,18.051,6.533,6.9,5.9,17.8,27.2,7.253,0.3,17.77,0.1097,,,,"Cash Only, Cash Only",Stock,11,1.5,2.4,4.6,0
14.09.2021,3799364040,Jiangsu Skyray Instr Co Ltd,Shanghai Mu Xin Asset Mgmt Ltd,Yes,Yes,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,5.6,5.6,No,No,No,No,No,No,No,0,18.881,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Public,Priv.,18.881,379.977,334.837,0.67,160.082,18.484,12.7,8.4,271.4,451.7,25.996,0.5,264.312,0.0186,0.843,0.847,0.839,"Cash Only, Cash Only",Ordinary Share,17.2,0.25,5.7,3.9,0
07.04.2015,2741230040,In'Tech Medical SAS,Tikehau Investment Management,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,,,No,No,No,No,No,No,No,0,18.927,Asset Management,Healthcare Equipment & Supplies,Financials,Healthcare,France,FR,France,FR,Sub.,Sub.,18.927,,,,39.304,6.96,6,3.1,8.5,25.1,7.861,,8.458,,,,,"Cash Only, Cash Only",Stock,16.9,0.25,3.1,5.5,0
23.09.2024,4291125040,Medprin Regenerative Med Tech,Beijing Fengyan Private Eq,Yes,Yes,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,5.8,5.8,No,No,No,No,No,No,No,0,18.966,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Public,Priv.,18.966,294.415,318.19,4.99,36.59,9.561,10,8.4,92.8,97.7,11.798,1.4,92.807,0.1278,5.476,5.411,5.779,Cash Only,Ordinary Share,15.5,4.5,2.8,7,0
09.06.2023,4090912040,Jiangsu Nanfang Medical,Suzhou Fengruida Photoelec,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,8,8,Yes,No,No,No,No,No,No,1,19.126,Semiconductors,Healthcare Equipment & Supplies,High Technology,Healthcare,China,CH,China,CH,Public,Priv.,19.126,295.288,238.498,,91.37,-3.875,-4.2,-2.1,92.3,217,2.577,0.3,91.82,-0.0071,0,0.644,0.622,Cash Only,Ordinary Share,21.7,5.33,2.9,7.5,0
25.03.2020,3540186040,Thyrocare Technologies Ltd,Nalanda India Equity Fund Ltd,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,5.4,6.4,No,No,No,No,No,No,No,0,19.442,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Mauritius,MV,India,IN,Public,Sub.,19.442,382.849,387.14,6.78,60.566,19.583,20.9,14,52.6,63.6,23.754,1,52.58,0.2653,6.887,6.71,8.085,"Cash Only, Cash Only",Ordinary Share,26.9,0.25,-3.4,9.7,1
27.11.2017,3184014040,Cremer SA,Cm Hospitalar Sa,No,No,No,Friendly,No,No,Acq. Rem. Int.,100,0,0,0,11.5,100,Yes,No,No,No,No,No,No,0,19.673,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Brazil,BR,Brazil,BR,Public,Sub.,19.673,229.287,168.438,5.34,195.125,17.436,6.4,4.6,51.8,203.6,22.25,1.7,51.771,0.1502,2.908,0,3.342,"Cash Only, Cash Only",Ordinary Share,11,1.5,2.4,4.6,0
25.04.2018,3249919040,Techcomp (Holdings) Ltd,Baodi Intl Invest Co Ltd,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,17.2,17.2,Yes,No,No,No,No,No,No,0,45.603,Construction Materials,Healthcare Equipment & Supplies,Materials,Healthcare,Hong Kong,HK,Hong Kong,HK,Public,Sub.,19.721,141.172,115.179,0.42,208.001,2.14,1.5,1.4,83.5,168.6,5.022,0.3,84.723,0.0051,0,0.313,0.297,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
24.07.2018,3270307040,Guanhao Biotech Co Ltd,Beijing Century Tianfu,Yes,No,Yes,Friendly,No,No,Acq. Part. Int.,0,0,0,100,3.7,3.7,No,No,No,No,Yes,No,No,0,19.769,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Public,Sub.,19.769,571.09,550.982,2.02,67.665,11.162,6.4,3.8,169.3,257.8,15.987,0.6,168.117,0.0216,1.823,0,0,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
20.09.2016,3008146040,A-Spine Asia Co Ltd,United Orthopedic Corp,No,No,No,Friendly,No,No,Merger,0,100,0,0,100,100,No,No,No,No,No,No,No,0,19.809,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Taiwan,TW,Taiwan,TW,Priv.,Public,19.809,16.1,18.911,,10.477,1.583,1.6,1.3,6.5,9.1,1.707,0.5,6.48,0.108,,,,"Cash Only, Cash Only",Stock,14,0.75,1.6,4.8,0
07.05.2024,4240133040,United Orthopedic Corp,Yifa Co Ltd,No,No,No,Neutral,No,No,Acq. Part. Int.,100,0,0,0,6.5,6.5,No,No,No,No,No,No,No,0,19.831,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Taiwan,TW,Taiwan,TW,Public,Sub.,19.831,330.346,298.536,3.15,131.524,18.732,18.2,13.3,113.1,207.2,31.941,1.1,110.125,0.1452,2.939,2.963,3.067,Cash Only,Ordinary Share,15.5,4.5,2.8,7,0
14.12.2023,4180049040,Techno Medica Co Ltd,Techno Medica Co Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,15.1,15.1,No,Yes,No,No,No,No,No,0,19.846,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,19.846,52.845,125.943,16.27,64.624,11.56,11.7,8.2,104.2,119.3,12.297,12.9,104.237,0.9761,16.461,16.382,16.655,Cash Only,Ordinary Share,21.7,5.33,2.9,7.5,0
14.12.2023,4171055040,Techno Medica Co Ltd,Techno Medica Co Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,15.1,15.1,No,Yes,No,No,No,No,No,0,19.994,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,19.994,52.845,125.943,16.39,64.624,11.56,11.7,8.2,104.2,119.3,12.297,12.9,104.237,0.9761,,,,Cash Only,Ordinary Share,21.7,5.33,2.9,7.5,0
09.08.2018,3275534020,BioLife Solutions Inc,Casdin Capital LLC,Yes,Yes,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,8,8,No,No,No,No,No,No,No,0,20,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,United States,US,United States,US,Public,Priv.,20,225.505,225.505,14,15.091,1.174,0.3,0.3,19.7,21.8,1.498,1.2,19.655,-0.0155,20.71,19,19,"Cash Only, Cash Only",Common Stock,15.5,2.5,2.9,4.4,0
26.03.2020,3539438040,Thelma Therapeutics Co Ltd,Kj Investment Fund,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,33.6,33.6,No,No,No,No,No,No,No,1,20.292,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,20.292,67.226,64.037,4.26,6.705,-12.002,-21.4,-21.4,2.8,13.4,-8.608,0.3,2.82,-3.4813,4.521,4.023,3.418,"Cash Only, Cash Only",Convertible Bond,26.9,0.25,-3.4,9.7,1
16.11.2020,3661314040,Pharmatek-PMC Srl,Fine Foods & Pharmaceuticals,No,No,No,Friendly,No,No,Merger,65.12,34.88,0,0,100,100,No,No,No,No,No,No,No,0,20.269,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,Italy,IT,Italy,IT,Priv.,Public,20.351,19.204,19.281,,7.798,0.048,0.2,0.1,1,6.1,0.35,,1.012,,,,,"Cash, Earnout","Stock, Stock",26.9,0.25,-3.4,9.7,1
20.12.2018,3338600040,Poliambulatorio Dalla Rosa,Garofalo Health Care SpA,No,No,No,Friendly,No,No,Merger,0,100,0,0,100,100,No,No,No,No,No,No,No,0,20.361,Healthcare Providers & Services (HMOs),Healthcare Equipment & Supplies,Healthcare,Healthcare,Italy,IT,Italy,IT,Priv.,Public,20.361,18.828,18.828,,12.668,0.503,0.6,0.3,0.9,9.6,1.059,,0.861,,,,,"Cash Only, Cash Only",Stock,15.5,2.5,2.9,4.4,0
13.11.2015,2157029040,Delta Med SpA,Augeo 1 Srl,No,No,No,Friendly,Yes,No,Merger,0,0,0,100,100,100,No,No,Yes,No,No,No,No,0,20.943,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,Italy,IT,Italy,IT,Sub.,Sub.,20.943,21.079,23.596,,19.232,1.715,2.4,1.5,21.8,32.6,3.157,,21.775,,,,,"Cash Only, Cash Only",Stock,16.9,0.25,3.1,5.5,0
01.06.2022,3927772040,Ina Research Inc,Shin Nippon Biomed Labs Ltd,No,No,No,Friendly,No,No,Merger,100,0,0,0,100,100,No,No,No,No,No,No,No,0,20.861,Biotechnology,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,20.974,22.065,22.184,6.99,26.34,2.891,2.8,2.8,11.2,40,4.194,3.7,11.21,0.9178,4.95,4.949,5.033,Cash Only,Ordinary Share,22.5,4.25,2.1,4.5,0
18.06.2018,3257175040,Tynor Orthotics Pvt Ltd,Investor Group,No,No,No,Friendly,No,No,Acq. Part. Int.,0,100,0,0,,,No,No,No,No,No,No,No,0,21.012,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,United States,US,India,IN,Priv.,Priv.,21.012,,,,23.427,2.399,2.5,2.3,9.1,15.9,3.444,52.8,9.098,13.4394,,,,"Cash Only, Cash Only",Stock,15.5,2.5,2.9,4.4,0
10.05.2023,4077370040,Japan Lifeline Co Ltd,Japan Lifeline Co Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,3.9,3.9,No,Yes,No,No,No,No,No,0,21.078,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,21.078,471.04,557.455,7.03,389.713,81.075,73.7,51.9,423.2,562.1,95.263,5.4,423.187,0.6643,7.026,6.87,6.828,Cash Only,Ordinary Share,21.7,5.33,2.9,7.5,0
05.11.2018,3309123040,Guangdong Biolight Meditech Co,Zhuhai Huafa Group Co Ltd,No,No,No,Neutral,No,No,Acq. Part. Int.,100,0,0,0,8,8,No,No,No,No,No,No,No,1,21.714,Other Real Estate,Healthcare Equipment & Supplies,Real Estate,Healthcare,China,CH,China,CH,Public,Priv.,21.714,266.598,272.267,1.86,115.053,12.865,11.4,9.3,88.4,130.6,15.394,0.5,79.803,0.0512,1.685,1.565,1.722,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
04.01.2019,3434032040,JMI Syringes & Med Devices,Nipro Corp,No,No,No,Friendly,No,No,Acq. Maj. Int.,100,0,0,0,50.2,50.2,No,No,No,No,No,No,No,0,21.822,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Bangladesh,BG,Public,Public,21.822,42.961,21.589,1.97,17,3.066,1.2,0.9,9.4,33.3,3.729,0.9,9.377,0.0821,3.721,3.045,2.407,"Cash Only, Cash Only",Ordinary Share,13.8,1.75,2.3,4.6,0
05.11.2021,3823790040,Thalys Med Tech Grp Inc,Shanghai Yanfeng Invest Mgmt,Yes,Yes,No,Neutral,No,No,Acq. Part. Int.,100,0,0,0,5,5,No,No,No,No,No,No,No,0,21.842,Alternative Financial Investments,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Public,Priv.,21.842,587.093,433.564,2.13,402.477,23.052,12.5,9,279.7,640.4,38.253,1.2,251.15,0.0224,2.081,2.089,1.858,Cash Only,Ordinary Share,17.2,0.25,5.7,3.9,0
26.07.2022,3954056040,Thalys Med Tech Grp Inc,Huang Jianfeng,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,6,6,No,No,No,No,No,No,No,0,21.922,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,China,CH,China,CH,Public,Inv.,21.922,567.708,368.833,1.79,380.955,11.313,-5.1,-6.8,259.3,637.5,28.611,1.1,231.707,-0.0372,1.985,2.032,2.025,Cash Only,Ordinary Share,22.5,4.25,2.1,4.5,0
13.11.2014,2695981040,MEDIKIT CO LTD,MEDIKIT CO LTD,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,10.7,10.7,No,No,No,No,No,No,No,0,22.039,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,22.039,50.533,247.713,25.04,133.735,29.632,30.3,18.9,312.1,360.5,37.042,33.3,312.074,2.0214,31.792,30.713,32.935,"Cash Only, Cash Only",Ordinary Share,16.6,0.25,2.5,5.5,0
25.02.2022,3879935040,Japan Lifeline Co Ltd,Japan Lifeline Co Ltd,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,3.1,3.1,No,Yes,No,No,No,No,No,0,22.334,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,Japan,JP,Japan,JP,Public,Public,22.334,687.112,721.184,8.93,451.573,129.049,91.6,63.2,461.7,614.5,145.481,5.7,461.714,0.7863,8.925,9.052,9.077,Cash Only,Ordinary Share,22.5,4.25,2.1,4.5,0
19.10.2021,3855866040,Diva Laboratories Ltd,Data Image Corp,No,No,No,Neutral,No,No,Acq. Part. Int.,0,0,0,100,33.8,33.8,No,No,No,No,No,No,No,0,22.353,Electronics,Healthcare Equipment & Supplies,High Technology,Healthcare,Taiwan,TW,Taiwan,TW,Public,Public,22.353,55.55,66.623,,23.992,0.761,0.6,0.6,35.6,42.7,1.331,0.6,35.643,0.0103,0.975,0.878,0.837,Cash Only,Ordinary Share,17.2,0.25,5.7,3.9,0
27.08.2018,3281204040,Paragon Care Ltd,China Pioneer Pharma Hldg Ltd,No,No,No,Friendly,No,No,Acq. Part. Int.,100,0,0,0,10.1,10.1,Yes,No,No,No,No,No,No,0,22.617,Pharmaceuticals,Healthcare Equipment & Supplies,Healthcare,Healthcare,China,CH,Australia,AU,Public,Public,22.617,237.759,191.06,0.67,101.22,11.75,10.1,8.1,125.9,258.9,13.501,0.4,125.939,0.0399,0.568,0.576,0.6,"Cash Only, Cash Only",Newly Issued Ord Sh,15.5,2.5,2.9,4.4,0
22.10.2018,3504908040,Thalys Medical Technology Inc,Thalys Medical Technology Inc,No,No,No,Not Appl.,No,No,Buyback,100,0,0,0,,,No,Yes,No,No,Yes,No,No,0,23.092,Healthcare Equipment & Supplies,Healthcare Equipment & Supplies,Healthcare,Healthcare,China,CH,China,CH,Public,Public,23.092,519.234,535.136,,178.942,30.076,25.7,19.8,240.4,352.6,37.532,1.1,225.631,0.0838,2.199,2.218,2.605,"Cash Only, Cash Only",Ordinary Share,15.5,2.5,2.9,4.4,0
21.06.2023,4097311040,Panagene Inc,Investor Group,No,No,No,Friendly,No,No,Acq. Part. Int.,0,0,0,100,21.6,21.6,No,No,No,No,No,No,No,0,23.288,Other Financials,Healthcare Equipment & Supplies,Financials,Healthcare,South Korea,SK,South Korea,SK,Public,Priv.,23.288,67.221,83.238,2.63,9.697,0.558,1.2,1.2,24.3,27.3,1.425,0.8,24.346,0.0375,2.663,2.539,2.712,Cash Only,Newly Issued Ord Sh,21.7,5.33,2.9,7.5,0
02.03.2015,2729127040,First Water Ltd,Scapa Group PLC,No,No,No,Friendly,No,No,Merger,73.86,26.14,0,0,100,100,No,No,Yes,No,Yes,No,No,0,23.502,Chemicals,Healthcare Equipment & Supplies,Materials,Healthcare,United Kingdom,UK,United Kingdom,UK,Priv.,Public,23.502,24.255,24.255,,12.139,0.636,0.4,0.4,5.6,13,1.585,,5.62,,,,,"Cash, Earnout - Profit","Stock, Stock",16.9,0.25,3.1,5.5,0
